Block,Lot,QualCode,Tax
1887,29.08,           ,6571.02
1887,29.11,           ,6986.55
1887,29.17,           ,6874.92
1887,25.03,           ,682.5
1887,29.07,           ,6904.62
1887,29.09,           ,6986.55
1887,29.13,           ,6639.24
1887,29.18,           ,6874.92
1888,29.01,           ,5780.26
1888,42,           ,4022
1888,49,           ,52406.9
1888,35,           ,55046.18
1888,40,           ,3963.08
1888,43,           ,4583.28
1888,26,           ,3913.59
1888,29.02,           ,8487.44
1888,33,           ,4983.31
1888,29.03,           ,6490.58
1888,39,           ,6071.76
1888,41,           ,4456.14
1888,44,           ,3832.84
1888.01,1,           ,1107.06
1888.01,3,           ,10062.5
1888.01,68,           ,5468.71
1889,34,           ,653.77
1889,41,           ,7622.26
1889,44,           ,5876.4
1889,47,           ,3801.83
1889.01,6,           ,23175.57
1889.01,8,           ,3463.82
1889,35,           ,645.14
1889,36,           ,3262
1889.01,4,           ,22153.54
1889.01,9,           ,4915.09
1889,29,           ,5633.57
1889,42,           ,5333.72
1889,48,           ,4924.39
1889.01,7,           ,4772.44
1889,27,           ,4034.33
1889,46,           ,3287.06
1889,49,           ,4477.84
1890,5,           ,5699.64
1890.02,39,           ,6028.34
1890.02,44,           ,4983.31
1890.03,57.02,           ,8335.49
1890,4,           ,3570.67
1890,9,           ,3519.59
1890,65,           ,6465.59
1890.02,38,           ,8317.06
1890.02,45,           ,5963.22
1890.03,57.01,           ,9399.29
1890,1,           ,12809.94
1890,6,           ,10516.08
1890,7,           ,7411.39
1890.02,36,           ,6375.66
1890.02,40,           ,4167.74
1890.03,56,           ,3873.15
1890,2,           ,9954.21
1890,3,           ,6642.34
1890,8,           ,3349.08
1890,64,           ,3620.02
1890.03,60,           ,5454.66
1891,1.01,           ,8638.53
1891,6,           ,4189.85
1891,8,           ,4313.49
1891,10,           ,3835.37
1891,51,           ,4406.52
1891,54,           ,2254.35
1891,68,           ,3839.04
1891,9,           ,4009.59
1891,13,           ,2939.75
1891,50,           ,3376.99
1891,57,           ,3767.72
1891,64,           ,3225.04
1891,65,           ,3849.6
1891,1.02,           ,9863.86
1891,11,           ,2964.56
1891,63,           ,3970.01
1891.01,26,           ,592.29
1891.01,28,           ,257.38
1891,12,           ,3302.22
1891,53,           ,4239.07
1891,59,           ,3004.03
1891,61,           ,329.77
1891,66,           ,3265.35
1891,67,           ,3630.84
1891.01,27,           ,5067.03
1891.01,29,           ,247.54
1894,1.02,           ,4849.96
1894,1.07,           ,4766.24
1894,19,           ,7415.34
1894,1.03,           ,4869.2
1894,1.08,           ,4558.47
1894,1.09,           ,4601.88
1894,1.01,           ,4716.62
1894,1.06,           ,3562.55
1894,12,           ,3815.52
1894,1.04,           ,4725.92
1894,1.05,           ,4777.39
1894,7,           ,1214.98
1894,21,           ,10992.58
1896,5.03,           ,4521.26
1896,5.02,           ,4542.97
1896,5.01,           ,4573.98
1897,10,           ,6791.19
1898,44,           ,7553.25
1898,1,           ,10006.18
1898,11,           ,756.64
1898,13.01,           ,1056.46
1898,13.02,           ,768.99
1898,46,           ,8370.7
1899,1,B01        ,571.04
1899,6,B01        ,4212.91
1899,27,           ,12738.37
1899,1,           ,9030.11
1899,6,           ,2454.25
1899,4,           ,4109.95
1899,25,           ,7668.18
1900,5,           ,3312.55
1900.01,1,           ,1553.81
1900,1,           ,15745.1
1900.01,4,           ,9606.91
1900.01,2,           ,1741.15
1900.01,3,           ,1891.79
1901,1.06,           ,7586.82
1901.01,10,           ,8614.51
1901,1.01,           ,4719.72
1901,1.04,           ,4719.72
1901.03,2,           ,10053.44
1901,1.02,           ,4719.72
1901,1.07,           ,4719.72
1901,1.09,           ,4769.34
1901.03,5,           ,1212.49
1901.03,7,           ,5134.51
1901,1.03,           ,8534.84
1901,1.05,           ,4694.91
1901,1.08,           ,4797.25
1901.01,12,           ,5253.14
1901.03,6,           ,1214.98
1902,1.03,           ,4710.42
1902,1.08,           ,10514.72
1902,1.09,           ,5944.11
1902,17.01,           ,4893.38
1902,1.04,           ,4567.77
1902,1.05,           ,4707.32
1902,14,           ,6484.19
1902,17.02,           ,4791.05
1902,26,           ,4391.02
1902,1.02,           ,3589.41
1902,1.07,           ,4941.91
1902,11,           ,4809.65
1902,17.04,           ,4710.42
1902,17.05,           ,4676.31
1902,40,           ,3197.38
1902,1.01,           ,3435.91
1902,1.06,           ,4741.43
1902,13,           ,6431.47
1902,17.03,           ,534.47
1902,25,           ,3290.78
1902,28,           ,3128.91
1903,8,           ,4062.31
1903,10,           ,4511.96
1903,15,           ,5353.74
1903,4,           ,3755.31
1903,9,           ,2167.1
1903,14,           ,6806.7
1903,1,           ,79819.8
1903,7,           ,4698.99
1903,16,           ,8685.9
1903,5,           ,679.12
1903,18,           ,4729.03
1903,20,           ,660.51
1904,27,           ,677.41
1904,23,           ,5474.71
1904,25,           ,3656.08
