TrkNo,TrkDate,PerNo,PerDate,BlockNo,LotNo,Qual,PropHouseNo,PropStreet,PropCity,OwnerHouseNo,OwnerStreet,OwnerCity,OwnerState,OwnerZip,CO_Date,Latitude,Longitude
23085,1999-10-04T00:00:00,19993054,1999-10-04T00:00:00,1192,20.03,,521,MULBERRY STREET,NEWARK,125,WASHINGTON STREET,WARREN,NJ,07059,2000-05-30T00:00:00,40.7198219,-74.17725
23087,1999-10-04T00:00:00,19993055,1999-10-04T00:00:00,1192,23,,523,MULBERRY STREET,NEWARK,125,WASHINGTON STREET,WARREN,NJ,07059,2000-05-30T00:00:00,40.71976,-74.1772842
23088,1999-10-04T00:00:00,19993078,1999-10-06T00:00:00,997,11,"",50,GARRISON STREET,NEWARK,50,GARRISON STREET,NEWARK,NJ,07105,2001-11-13T00:00:00,40.7214546,-74.15429
23092,1999-10-05T00:00:00,19993060,1999-10-05T00:00:00,924,31.08,,114,PENNINGTON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-07-18T00:00:00,40.7238579,-74.17183
23097,1999-07-02T00:00:00,19993067,1999-10-05T00:00:00,2537.09,01,"",238,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2001-03-29T00:00:00,40.7317123,-74.18759
23099,1999-07-08T00:00:00,19993068,1999-10-05T00:00:00,2537.09,02,"",240,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2001-01-24T00:00:00,40.7317429,-74.187706
23100,1999-07-08T00:00:00,19993069,1999-10-05T00:00:00,2537.09,03,,242,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-22T00:00:00,40.73177,-74.18783
23101,1999-07-02T00:00:00,19993070,1999-10-05T00:00:00,2537.09,04,,244,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-12-13T00:00:00,40.7317963,-74.18794
23102,1999-07-02T00:00:00,19993071,1999-10-05T00:00:00,2537.09,05,,246,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-22T00:00:00,40.731823,-74.18806
23103,1999-07-08T00:00:00,19993072,1999-10-05T00:00:00,2537.09,06,"",248,WEST KINNEY STREET,NEWARK,248,West Kinney Street,NEWARK,NJ,07103,2001-06-27T00:00:00,40.7318535,-74.18818
23104,1999-07-08T00:00:00,19993073,1999-10-05T00:00:00,2537.09,07,,250,WEST KINNEY STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-23T00:00:00,40.7317619,-74.1882553
23107,1999-07-27T00:00:00,19993075,1999-10-05T00:00:00,680,59,,535-537,SUMMER AVENUE,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-04-05T00:00:00,40.7699432,-74.16553
23120,1999-09-10T00:00:00,19993153,1999-10-12T00:00:00,1928,44,,75,NORTH 9TH STREET,NEWARK,18-20,BLOOMFIELD AVENUE,NEWARK,NJ,07109,2000-09-27T00:00:00,40.758255,-74.19111
23129,1999-10-15T00:00:00,19993207,1999-10-15T00:00:00,1927,49,,123,NORTH 11TH STREET,NEWARK,22,JANE STREET,EAST HANOVER,NJ,,2000-01-14T00:00:00,40.7592049,-74.19175
23142,1999-09-07T00:00:00,19992962,1999-09-29T00:00:00,286,1.07,,494-496,SO. 13TH STREET,NEWARK,494,SO.13TH STREET,NEWARK,NJ,07103,2000-03-21T00:00:00,40.73689,-74.2046661
23143,1999-10-06T00:00:00,19993083,1999-10-06T00:00:00,924,31.03,,37-39,HERMON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-03-02T00:00:00,40.72403,-74.17146
23149,1999-10-06T00:00:00,19993089,1999-10-06T00:00:00,924,31.04,,41,HERMON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-03-01T00:00:00,40.72394,-74.171524
23152,1999-10-06T00:00:00,19993090,1999-10-06T00:00:00,924,31.05,,43,HERMON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-07-17T00:00:00,40.7238541,-74.17156
23153,1999-10-06T00:00:00,19993091,1999-10-06T00:00:00,924,31.06,,45-47,HERMON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-07-17T00:00:00,40.7237663,-74.17162
23154,1999-10-06T00:00:00,19993092,1999-10-06T00:00:00,924,31.01,,51,JOHNSON STREET,NEWARK,110-112,PENNINGTON STREET,NEWARK,NJ,07105,2000-03-09T00:00:00,40.72411,-74.1717
23162,1999-08-31T00:00:00,19993116,1999-10-08T00:00:00,698,43,"",307,NORTH 10TH STREET,NEWARK,307,NORTH 10TH STREET,NEWARK,NJ,07017,2002-04-12T00:00:00,40.774765,-74.18278
23177,1999-09-29T00:00:00,19993122,1999-10-08T00:00:00,621,20.03,,45,LINCOLN AVENUE,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-01-13T00:00:00,40.76688,-74.1654
23179,1999-09-29T00:00:00,19993124,1999-10-08T00:00:00,621,20.05,,9 - 11,MAY STREET,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-01-26T00:00:00,40.766964,-74.16564
23180,1999-09-29T00:00:00,19993125,1999-10-08T00:00:00,621,20.01,,49,LINCOLN AVENUE,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-01-13T00:00:00,40.76704,-74.1653442
23181,1999-09-29T00:00:00,19993126,1999-10-08T00:00:00,621,20.02,,47,LINCOLN AVENUE,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-01-13T00:00:00,40.7669563,-74.16537
23195,1999-09-02T00:00:00,19993187,1999-10-14T00:00:00,617.01,38,"",54-56,HINSDALE PLACE,NEWARK,45,JOHN STREET,METUCHEN,NJ,08840,2000-05-31T00:00:00,40.76673,-74.16201
23210,1999-07-08T00:00:00,19993160,1999-10-13T00:00:00,2537.11,01,,171,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-25T00:00:00,40.7308273,-74.1878
23212,1999-07-02T00:00:00,19993161,1999-10-13T00:00:00,2537.11,02,"",173,PRINCE STREET,NEWARK,173,Prince Street,Newark,NJ,07103,2001-04-27T00:00:00,40.7307358,-74.1878357
23213,1999-07-02T00:00:00,19993162,1999-10-13T00:00:00,2537.11,03,,175,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-20T00:00:00,40.730648,-74.1878738
23214,1999-07-02T00:00:00,19993163,1999-10-13T00:00:00,2537.11,04,,177,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-20T00:00:00,40.7264481,-74.0018
23215,1999-07-08T00:00:00,19993164,1999-10-13T00:00:00,2537.11,05,,179,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-20T00:00:00,40.7305527,-74.18791
23216,1999-07-02T00:00:00,19993165,1999-10-13T00:00:00,2537.11,06,"",181,PRINCE STREET,NEWARK,181,Prince Street,NEWARK,NJ,07103,2001-04-27T00:00:00,40.7305222,-74.18792
23218,1999-07-28T00:00:00,19993196,1999-10-14T00:00:00,617.01,39,,58,HINSDALE PLACE,NEWARK,3603,KENNEDY BLVD. APT 33,JERSEY CITY,NJ,07307,2000-05-09T00:00:00,40.76682,-74.16196
23219,1999-07-08T00:00:00,19993170,1999-10-13T00:00:00,2537.12,01,,149,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-22T00:00:00,40.7324944,-74.18695
23220,1999-07-08T00:00:00,19993171,1999-10-13T00:00:00,2537.12,02,,151,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-22T00:00:00,40.7319374,-74.18718
23222,1999-07-08T00:00:00,19993172,1999-10-13T00:00:00,2537.12,03,"",153,PRINCE STREET,NEWARK,153,Prince Street,Newark,NJ,07103,2001-04-26T00:00:00,40.7316437,-74.18745
23223,1999-07-08T00:00:00,19993173,1999-10-13T00:00:00,2537.12,04,,155,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-21T00:00:00,40.7315559,-74.1874847
23224,1999-07-02T00:00:00,19993174,1999-10-13T00:00:00,2537.12,05,"",157,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2001-01-25T00:00:00,40.7314644,-74.18752
23225,1999-07-02T00:00:00,19993175,1999-10-13T00:00:00,2537.12,06,,159,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.7313728,-74.18756
23226,1999-07-08T00:00:00,19993176,1999-10-13T00:00:00,2537.12,07,"",161,PRINCE STREET,NEWARK,161,Prince Street,Newark,NJ,07103,2001-04-26T00:00:00,40.73128,-74.1876
23227,1999-07-08T00:00:00,19993177,1999-10-13T00:00:00,2537.12,08,,163,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-24T00:00:00,40.73119,-74.18764
23228,1999-07-08T00:00:00,19993178,1999-10-13T00:00:00,2537.12,09,"",165,PRINCE STREET,NEWARK,165,Prince Street,Newark,NJ,07103,2001-04-26T00:00:00,40.731102,-74.1876755
23229,1999-07-08T00:00:00,19993179,1999-10-13T00:00:00,2537.12,10,,167,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-12-19T00:00:00,40.73101,-74.18771
23230,1999-07-02T00:00:00,19993180,1999-10-13T00:00:00,2537.12,11,9927,169,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2001-01-19T00:00:00,40.73092,-74.18775
23372,1999-10-05T00:00:00,19993312,1999-10-20T00:00:00,985,76,,383,WALNUT STREET,NEWARK,385,WALNUT STREET,NEWARK,NJ,07105,2000-05-17T00:00:00,40.7254333,-74.15708
23392,1999-09-14T00:00:00,19993350,1999-10-22T00:00:00,555,65,,213,HIGHLAND AVENUE,NEWARK,530,JOHNSTON STREET,PERTH AMBOY,NJ,08861,2000-01-18T00:00:00,40.7633247,-74.17624
23412,1999-07-02T00:00:00,19993345,1999-10-22T00:00:00,2537.07,01,,13,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-22T00:00:00,40.7313271,-74.19416
23414,1999-07-08T00:00:00,19993346,1999-10-22T00:00:00,2537.07,02,,15,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-21T00:00:00,40.7313156,-74.19416
23415,1999-07-08T00:00:00,19993347,1999-10-22T00:00:00,2537.07,03,,17,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-21T00:00:00,40.731308,-74.19416
23416,1999-07-02T00:00:00,19993348,1999-10-22T00:00:00,2537.07,04,,19,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.7312965,-74.19417
23417,1999-07-02T00:00:00,19993349,1999-10-22T00:00:00,2537.07,05,,21,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.73129,-74.19417
23418,1999-07-02T00:00:00,19993351,1999-10-22T00:00:00,2537.07,06,,23,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.73128,-74.1941757
23419,1999-07-02T00:00:00,19993352,1999-10-22T00:00:00,2537.07,07,,25,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.73127,-74.1941757
23420,1999-07-08T00:00:00,19993353,1999-10-22T00:00:00,2537.07,08,,27,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-22T00:00:00,40.7312622,-74.19418
23421,1999-07-08T00:00:00,19993354,1999-10-22T00:00:00,2537.07,09,,29,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-09-22T00:00:00,40.73125,-74.19418
23422,1999-07-02T00:00:00,19993357,1999-10-22T00:00:00,2537.07,10,"",31,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2001-02-26T00:00:00,40.7313271,-74.18832
23432,1999-09-28T00:00:00,19993421,1999-10-27T00:00:00,621,20.04,"",43,LINCOLN AVENUE,NEWARK,516,SCHUYLER AVENUE,KEARNY,NJ,07032,2000-01-12T00:00:00,40.7668,-74.16542
23435,1999-09-09T00:00:00,19993370,1999-10-27T00:00:00,2050,1.19,,17,ST. CHARLES STREET,NEWARK,22,JEFFERSON STREET,NEWARK,NJ,07105,2000-07-17T00:00:00,40.729,-74.14676
23436,1999-09-09T00:00:00,19993373,1999-10-27T00:00:00,2050,1.16,,23-25,ST. CHARLES STREET,NEWARK,22,JEFFERSON STREET,NEWARK,NJ,,2000-06-19T00:00:00,40.7288361,-74.14635
23439,1999-09-09T00:00:00,19993375,1999-10-27T00:00:00,2050,1.17,,21,ST. CHARLES STREET,NEWARK,22,JEFFERSON STREET,NEWARK,NJ,,2000-06-16T00:00:00,40.72884,-74.14648
23440,1999-09-09T00:00:00,19993376,1999-10-27T00:00:00,2050,1.18,"",19,ST. CHARLES STREET,NEWARK,22,JEFFERSON STREET,NEWARK,NJ,"",2000-07-20T00:00:00,40.7289429,-74.14659
23449,1999-07-02T00:00:00,19993385,1999-10-25T00:00:00,2537.06,01,,33,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.73123,-74.19419
23450,1999-07-02T00:00:00,19993386,1999-10-25T00:00:00,253706,02,,35,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.7312241,-74.19419
23451,1999-07-02T00:00:00,19993387,1999-10-25T00:00:00,2537.06,03,,37,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.7312164,-74.1942
23452,1999-07-02T00:00:00,19993388,1999-10-25T00:00:00,2537.06,04,,39,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.731205,-74.1942
23453,1999-07-02T00:00:00,19993389,1999-10-25T00:00:00,2537.06,05,,41,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-11-14T00:00:00,40.7311974,-74.19421
23461,1999-09-09T00:00:00,19993393,1999-12-09T00:00:00,522,50.02,"",118,BROAD STREET,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.7582321,-74.1682
23474,1999-07-02T00:00:00,19993396,1999-10-26T00:00:00,2537.05,01,"",1,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2001-02-26T00:00:00,40.73138,-74.19414
23475,1999-07-02T00:00:00,19993397,1999-10-26T00:00:00,2537.05,02,,3,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-12-13T00:00:00,40.7313728,-74.19414
23476,1999-07-02T00:00:00,19993398,1999-10-26T00:00:00,2537.05,03,,5,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.73136,-74.1941452
23477,1999-07-02T00:00:00,19993399,1999-10-26T00:00:00,2537.05,04,,7,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.7313538,-74.1941452
23478,1999-07-02T00:00:00,19993400,1999-10-26T00:00:00,2537.05,05,,9,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-09-21T00:00:00,40.7313423,-74.19415
23479,1999-07-02T00:00:00,19993401,1999-10-26T00:00:00,2537.05,06,,11,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-27T00:00:00,40.7313347,-74.19415
23481,1999-07-02T00:00:00,19993402,1999-10-26T00:00:00,2537.06,06,,43,MARTHA COURT,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-10-24T00:00:00,40.7311859,-74.19421
23483,1999-09-09T00:00:00,19993403,1999-12-09T00:00:00,522,50.01,"",120,BROAD STREET,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.7581863,-74.16814
23484,1999-09-09T00:00:00,19993404,1999-12-09T00:00:00,522,42.03,"",128,BROAD STREET,NEWARK,128,Broad Street,Newark,NJ,07104,2001-06-22T00:00:00,40.75789,-74.16822
23485,1999-09-09T00:00:00,19993405,1999-12-09T00:00:00,522,42.02,"",130,BROAD STREET,NEWARK,130,Broad Street,Newark,NJ,07104,2001-06-22T00:00:00,40.75777,-74.16825
23486,1999-09-09T00:00:00,19993406,1999-12-09T00:00:00,522,42.01,"",130 1/2,BROAD STREET,NEWARK,128,Broad Street,Newark,NJ,07104,2001-06-22T00:00:00,40.7597427,-74.1679459
23487,1999-09-09T00:00:00,19993407,1999-12-09T00:00:00,522,29.03,"",154,BROAD STREET,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.7569962,-74.1684647
23488,1999-09-09T00:00:00,19993408,1999-12-09T00:00:00,522,29.02,"",156,BROAD STREET,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.7569351,-74.16849
23489,1999-09-09T00:00:00,19993409,1999-12-09T00:00:00,522,29.01,"",158,BROAD STREET,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.75687,-74.1685
23490,1999-09-09T00:00:00,19993410,1999-12-09T00:00:00,522,16.01,"",137,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-06-06T00:00:00,40.75738,-74.16784
23492,1999-09-09T00:00:00,19993411,1999-12-09T00:00:00,522,16.02,"",139,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.75731,-74.16786
23494,1999-09-09T00:00:00,19993412,1999-12-09T00:00:00,522,16.03,"",141,Mount Pleasant Avenue,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.75724,-74.16788
23495,1999-09-09T00:00:00,19993413,1999-12-09T00:00:00,522,16.04,"",143,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.7571754,-74.1679
23497,1999-09-09T00:00:00,19993414,1999-12-09T00:00:00,522,16.05,"",145,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.757103,-74.1679153
23498,1999-09-09T00:00:00,19993415,1999-12-09T00:00:00,522,16.06,"",147,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.75704,-74.16793
23499,1999-09-09T00:00:00,19993416,1999-12-09T00:00:00,522,16.07,"",149,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.75697,-74.16795
23500,1999-09-09T00:00:00,19993417,1999-12-09T00:00:00,522,16.08,"",151,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.7569046,-74.16797
23501,1999-09-09T00:00:00,19993418,1999-12-09T00:00:00,522,16.09,"",153,MOUNT PLEASANT AVENU,NEWARK,260,BROADWAY SUITE 300,NEWARK,NJ,07104,2001-02-15T00:00:00,40.75683,-74.167984
23545,1999-07-06T00:00:00,19993517,1999-11-01T00:00:00,3709,9,"",215,CHANCELLOR AVENUE,NEWARK,215,CHANCELLOR AVENUE,NEWARK,NJ,07112,2001-09-20T00:00:00,40.70765,-74.21739
23546,1999-10-20T00:00:00,19993449,1999-10-28T00:00:00,2010,28,"",296,FERRY STREET,NEWARK,296,FERRY STREET,NEWARK,NJ,07105,2002-01-09T00:00:00,40.7290726,-74.15083
23547,1999-10-18T00:00:00,19993492,1999-10-29T00:00:00,695,46/47,"",710-712,NORTH 6TH STREET,NEWARK,225,BOSTON AVENUE,HILLSIDE,NJ,07205,2000-03-24T00:00:00,40.77382,-74.17946
23548,1999-10-08T00:00:00,19993452,1999-10-28T00:00:00,288.01,1.01,,167 - 169,16TH AVENUE,NEWARK,152,CENTRAL AVENUE,JERSEY CITY,NJ,,2000-04-28T00:00:00,40.73567,-74.20243
23549,1999-10-08T00:00:00,19993454,1999-10-28T00:00:00,288.01,102,"",171,16TH AVENUE,NEWARK,152,CENTRAL AVENUE,JERSEY CITY,NJ,"",2000-04-28T00:00:00,40.7359238,-74.2026443
23550,1999-10-08T00:00:00,19993455,1999-10-28T00:00:00,28801,50.02,,177,16TH AVENUE,NEWARK,152,CENTRAL AVENUE,JERSEY CITY,NJ,,2000-04-28T00:00:00,40.73599,-74.20296
23552,1999-10-08T00:00:00,19993457,1999-10-28T00:00:00,288.01,50.01,,179 - 181,16TH AVENUE,NEWARK,152,CENTRAL AVENUE,JERSEY CITY,NJ,,2000-04-28T00:00:00,40.7359543,-74.20314
23553,1999-10-08T00:00:00,19993458,1999-10-28T00:00:00,289,20,"",435 - 437,SOUTH 9TH STREET,NEWARK,152,CENTRAL AVENUE,JERSEY CITY,NJ,"",2000-05-01T00:00:00,40.7362823,-74.2014847
23558,1999-10-12T00:00:00,19993602,1999-11-09T00:00:00,998,66,,67 - 69,GARRISON STREET,NEWARK,42,WALL STREET,NEWARK,NJ,07105,2000-07-06T00:00:00,40.7214737,-74.15356
23567,1999-03-22T00:00:00,19993472,1999-11-10T00:00:00,3580,18,,375 - 377,PESHINE AVENUE,NEWARK,31,MULBERRY STREET,NEWARK,NJ,07102,2000-04-14T00:00:00,40.7141953,-74.20133
23568,1999-03-22T00:00:00,19993473,1999-11-10T00:00:00,3578,27.05,,429 - 431,JELIFF AVENUE,NEWARK,31,MULBERRY STREET,NEWARK,NJ,07102,2000-06-01T00:00:00,40.71392,-74.20032
23569,1999-03-22T00:00:00,19993474,1999-11-10T00:00:00,3578,27.06,,433,JELIFF AVENUE,NEWARK,31,MULBERRY STREET,NEWARK,NJ,07102,2000-04-27T00:00:00,40.7138748,-74.20058
23585,1999-10-13T00:00:00,19993525,1999-11-03T00:00:00,996,36.01,"",13-15,NAPOLEON STREET,NEWARK,331,WALNUT STREET,NEWARK,NJ,07105,2000-05-16T00:00:00,40.7218246,-74.15595
23596,1999-08-05T00:00:00,19993491,1999-10-29T00:00:00,2725,04,,307,ELIZABETH AVENUE,NEWARK,555,GOODALE STREET,COLUMBUS,OH,43215,2000-04-19T00:00:00,40.71298,-74.1946
23607,1999-10-15T00:00:00,19993501,1999-11-01T00:00:00,566,17.06,,96,MT. PLEASANT AVENUE,NEWARK,753,UNION AVENUE,LYNDHURST,NJ,     ,2000-06-09T00:00:00,40.7588654,-74.16685
23610,1999-10-15T00:00:00,19993502,1999-11-01T00:00:00,566,17.05,,98,MT. PLEASANT AVENUE,NEWARK,753,UNION AVENUE,LYNDHURST,NJ,     ,2000-06-01T00:00:00,40.75878,-74.16691
23611,1999-10-15T00:00:00,19993503,1999-11-01T00:00:00,566,17.04,,100,MT. PLEASANT AVENUE,NEWARK,753,UNION AVENUE,LYNDHURST,NJ,     ,2000-06-01T00:00:00,40.7586975,-74.16698
23612,1999-10-15T00:00:00,19993504,1999-11-01T00:00:00,566,17.03,,102,MT. PLEASANT AVENUE,NEWARK,753,UNION AVENUE,LYNDHURST,NJ,     ,2000-06-01T00:00:00,40.758606,-74.167
23613,1999-10-15T00:00:00,19993505,1999-11-01T00:00:00,566,17.02,,104,MT. PLEASANT AVENUE,NEWARK,753,UNION AVENUE,LYNDHURST,NJ,     ,2000-06-14T00:00:00,40.758522,-74.16705
23627,1999-09-21T00:00:00,19993518,1999-11-01T00:00:00,701,"43,54,55","",646,NORTH 9TH STREET,NEWARK,46,WILLIAM STREET,NEWARK,NJ,07102,2000-12-06T00:00:00,40.7774849,-74.1807861
23630,1999-10-07T00:00:00,19993520,1999-11-03T00:00:00,1920,65,,6,NORTH 9TH STREET,NEWARK,530,JOHNSTONE STREET,PERTH AMBOY,NJ,08861,2000-11-21T00:00:00,40.7558937,-74.19269
23631,1999-10-21T00:00:00,19993536,1999-11-03T00:00:00,3041,123,,5,WHITE TERRACE,NEWARK,225,BOSTON AVENUE,HILLSIDE,NJ,07205,2000-08-30T00:00:00,40.72043,-74.21109
23674,1999-11-04T00:00:00,19993546,1999-11-04T00:00:00,61,33/45,"",109-135,MARKET STREET AKA 16,NEWARK,11480,COMMERCE PARK DRIVE,RESTONRK,VA,20191,2001-03-01T00:00:00,0,0
23688,1999-10-26T00:00:00,19993625,1999-11-10T00:00:00,1913.01,42,"",225-227,FIRST STREET,NEWARK,590,KING GEORGE ROAD,FORDS,NJ,08863,2000-09-27T00:00:00,40.75343,-74.18457
23710,1999-07-02T00:00:00,19993581,1999-11-08T00:00:00,2537.10,01,"",183,PRINCE STREET,NEWARK,183,Prince Street,Newark,NJ,07103,2001-04-27T00:00:00,40.73049,-74.1879349
23712,1999-07-08T00:00:00,19993582,1999-11-08T00:00:00,2537.10,02,"",185,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2001-02-26T00:00:00,40.7304573,-74.18795
23713,1999-07-08T00:00:00,19993583,1999-11-08T00:00:00,2537.10,03,"",187,PRINCE STREET,NEWARK,187,Prince Street,Newark,NJ,07103,2001-04-26T00:00:00,40.7304268,-74.18796
23714,1999-07-02T00:00:00,19993584,1999-11-08T00:00:00,2537.10,04,,189,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-11-01T00:00:00,40.7303963,-74.18797
23715,1999-07-02T00:00:00,19993585,1999-11-08T00:00:00,2537.10,05,"",191,PRINCE STREET,NEWARK,191,Prince Street,Newark,NJ,07103,2001-04-27T00:00:00,40.7303658,-74.18799
23716,1999-07-08T00:00:00,19993586,1999-11-08T00:00:00,2537.10,06,"",193,PRINCE STREET,NEWARK,193,Prince Street,Newark,NJ,07103,2001-06-11T00:00:00,40.7303619,-74.1881256
23717,1999-07-08T00:00:00,19993587,1999-11-08T00:00:00,2537.10,7,"",195,PRINCE STREET,NEWARK,195,Prince Street,Newark,NJ,07103,2001-06-08T00:00:00,40.7298126,-74.18821
23718,1999-07-08T00:00:00,19993588,1999-11-08T00:00:00,2537.10,08,,197,PRINCE STREET,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2001-03-29T00:00:00,40.72973,-74.18825
23721,1999-07-02T00:00:00,19993590,1999-11-08T00:00:00,2537.02,01,,19,CLARION LANE,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07103,2000-12-13T00:00:00,40.7302132,-74.1894
23723,1999-07-08T00:00:00,19993591,1999-11-08T00:00:00,2537.02,02,,21,CLARION LANE,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2001-03-29T00:00:00,40.7302132,-74.1894
23724,1999-07-08T00:00:00,19993592,1999-11-08T00:00:00,2537.02,03,,23,CLARION LANE,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-27T00:00:00,40.7302132,-74.1894
23725,1999-07-08T00:00:00,19993593,1999-11-08T00:00:00,2537.02,04,,25,CLARION LANE,NEWARK,233,WEST MARKET STREET,NEWARK,NJ,07104,2000-10-27T00:00:00,40.7302132,-74.1894
